"cmplst_id","cmplst_act","cmplst_particular","cmplst_description","cmplst_long_description","cmplst_title","cmplst_start_date","cmplst_end_date","cmplst_action_date","cmplst_year","cmplst_compliance_key","cmplst_country","cmplst_type"
"250209","EMPLOYEMENT EXCHANGES ACT","ER-I(RULE 6)","RETURN: QUARTERLY RETURN FOR QUARTER ENDED",,,"01-04-2025","31-03-2026","15-01-2026","2025","2500036","India","regulatory"
"250210","MATERNITY BENEFIT ACT","LMNO RULE 16(1)","RETURN: ANNUAL RETURNS AND DETAILS OF PAYMENT ENDING 31ST DEC.",,,"01-04-2025","31-03-2026","31-01-2026","2025","2500037","India","regulatory"
"250211","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Data Inventory & Mapping","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250212","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - DPO Appointment","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250213","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Gap Analysis","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250214","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Vendor Audit","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250215","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Data Minimisation","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250216","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Legal Basis of Processing","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250217","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Purpose Limitation","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250218","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Storage Limitation","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250219","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Security Measures / SafeGuards","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250220","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Cross-Border Data Transfers","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250221","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Record of Processing Activities (ROPA)","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250222","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Policy Documentation","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250223","DPDP ACT","Foundational Setup","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Identify all personal data held. Classify it by purpose and sensitivity. Designate a Data Protection Officer (mandatory for Significant Data Fiduciaries). Review current privacy policies and Systems against the new Act's requirements. Review and update `Data Processing Agreements` (DPAs) with third-party processors. 
","Foundation - Training and Awareness","01-01-2026","13-05-2027",,"2025","2500038","India","data compliance"
"250224","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Dynamic Notice Generator","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250225","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Multilingual Support","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250226","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Granular Consent Vault","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250227","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Withdrawal Ease-of-Use","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250228","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Integration:","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250229","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Notice Redesign","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250230","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Withdrawal Mechanism:","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250231","DPDP ACT","System Development/Upgradation","Templates that auto-generate ""clear and standalone"" notices. It should support layered notices (a short summary for users and a deep-dive for legal teams).
One-click translation of notices into the 22 Scheduled languages of India (a specific DPDP requirement).
A database that tracks ""itemized"" consent. If a user agrees to delivery but not marketing, the system must flag this to the company?s marketing API.
A ""one-tap"" withdrawal interface for users that automatically triggers a stop-processing command across the company?s tech stack.
Prepare systems to interact with ""Consent Managers"" (authorized Indian entities that help users manage permissions).
Draft standalone notices in English and the 22 Scheduled languages.
The technical ""off-switch"" for data processing when a user withdraws consent.
If your client wants to act as a ""Consent Manager,"" the registration window typically opens 12 months post-notification (Nov 13, 2026).","Section 6 of the Digital Personal Data Protection (DPDP) Act, 2023 lays out the rules for how consent is required to process someone?s personal data. It makes consent the foundation for any data processing and gives individuals control over their information.
Key Points of Section 6: 
Consent 6(1)-Valid Consent Standards:Consent needs to be free, clear, informed, unconditional, and specific. This means people should actively agree to how their data is used, knowing exactly why it's being collected and for what purpose. It should never be vague or forced. Also, only the data necessary for that purpose should be collected.
6(2)-Invalid Consent:Any consent request that doesn?t follow the rules of this law or any other relevant laws is considered invalid.
6(3)-Clear and Accessible Consent:Requests for consent must be easy to understand, written in plain language, and available in English as well as the 22 languages listed in the Constitution. The consent request must also include contact details for a Data Protection Officer or someone authorized to answer questions.
6(4)-Right to Withdraw Consent:You can withdraw consent at any time, and the process of withdrawing should be as simple as giving it in the first place.
6(5)-Consequences of Withdrawal:If you withdraw your consent, you are responsible for the consequences. However, any data that was processed before you withdrew consent is still lawful.
6(6)-Ceasing Data Processing:When consent is withdrawn, the Data Fiduciary (the organization processing your data) must stop using your data as soon as possible, unless there?s another legal reason to continue processing it.
6(7)-Consent Managers:You can appoint a Consent Manager to handle and manage your consent on your behalf.
6(8)-Accountability of Consent Managers:Consent Managers are accountable to you, the individual, and must act according to your instructions and preferences.6(9)-Registering Consent Managers:Consent Managers must be registered with the Data Protection Board of India and meet the required conditions to operate.6(10)-Burden of Proof:The Data Fiduciary must prove that they?ve clearly informed you and obtained your valid consent before processing your data.","Consent - Registration as Consent Manager","01-01-2026","13-11-2026",,"2025","2500039","India","data compliance"
"250232","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Sections 11 to 14 of India?s Digital Personal Data Protection Act (DPDP Act, 2023) give people important rights over their personal data, making sure they have control and can see what's happening with it. These rights include:
The Right to Access (Sec 11)
The Right to Correct and Delete (Sec 12)
The Right to Grievance Redressal (Sec 13)
The Right to Nominate (Sec 14) someone to manage these rights on their behalf.
In other words, these sections empower individuals, giving them clear rights and control over their own personal data. Here's a breakdown of each right:
Section 11: Right to Access Information about Personal Data
You can ask if your data is being processed.
You can request a summary of your personal data and how it?s being used.
The organization handling your data must provide this info in an easy-to-understand way and without overcharging you.
Section 12: Right to Correct and Erase Personal Data
If any of your data is wrong or incomplete, you have the right to correct it.
You can also ask for your data to be erased (deleted) if it?s no longer needed or if you?ve withdrawn your consent.
Section 13: Right to Grievance Redressal
If there?s an issue with how your data is being handled, you can file a complaint.
The organization must have a system in place to address your complaints, and they need to have a Data Protection Officer (DPO) or a similar contact person to help resolve your issues.
Section 14: Right to Nominate
If you're ever unable to exercise these rights?perhaps due to illness or incapacity?you can nominate someone else to do it for you.","DSR Portal  - Identity Verification Layer","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
